Reading data
Parsing data
Sorting data
DONE
epoch 0 avg test error: 0.13648325
epoch 1 0.000%, output: 0.510, train error: 0.13091776
epoch 4 69.463%, output: 0.851, train error: 0.011119433
epoch 4 69.486%, output: 0.856, train error: 0.012203409
epoch 4 69.508%, output: 0.854, train error: 0.000030102863
epoch 4 69.530%, output: 0.857, train error: 0.0045269346
epoch 4 69.552%, output: 0.857, train error: 0.0011774285
epoch 4 69.574%, output: 0.856, train error: 0.02362323
epoch 4 69.596%, output: 0.858, train error: 0.0019951148
epoch 4 69.618%, output: 0.854, train error: 0.02136651
epoch 4 69.640%, output: 0.854, train error: 0.00008432401
epoch 4 69.662%, output: 0.857, train error: 0.0141452905
epoch 4 69.684%, output: 0.856, train error: 0.0006976667
epoch 4 69.706%, output: 0.852, train error: 0.0021929538
epoch 4 69.728%, output: 0.855, train error: 0.018532328
epoch 4 69.751%, output: 0.857, train error: 0.016039236
epoch 4 69.773%, output: 0.855, train error: 0.0014422239
epoch 4 69.795%, output: 0.854, train error: 0.013561508
epoch 4 69.817%, output: 0.854, train error: 0.006829378
epoch 4 69.839%, output: 0.858, train error: 0.0013267151
epoch 4 69.861%, output: 0.850, train error: 0.0022710545
epoch 4 69.883%, output: 0.856, train error: 0.0014288051
epoch 4 69.905%, output: 0.855, train error: 0.00010356196
epoch 4 69.927%, output: 0.855, train error: 0.0035482245
epoch 4 69.949%, output: 0.856, train error: 0.0140592195
epoch 4 69.971%, output: 0.854, train error: 0.0152413845
epoch 4 69.993%, output: 0.857, train error: 0.02449536
epoch 4 70.015%, output: 0.857, train error: 0.0022620421
epoch 4 70.038%, output: 0.857, train error: 0.013612671
epoch 4 70.060%, output: 0.853, train error: 0.00032444455
epoch 4 70.082%, output: 0.853, train error: 0.00021132543
epoch 4 70.104%, output: 0.855, train error: 0.00014584899
epoch 4 70.126%, output: 0.856, train error: 0.000088720255
epoch 4 70.148%, output: 0.856, train error: 0.0020647033
epoch 4 70.170%, output: 0.853, train error: 0.04358413
epoch 4 70.192%, output: 0.855, train error: 0.0010709865
epoch 4 70.214%, output: 0.852, train error: 0.000026234944
epoch 4 70.236%, output: 0.852, train error: 0.05341645
epoch 4 70.258%, output: 0.856, train error: 0.00012872997
epoch 4 70.280%, output: 0.855, train error: 0.0019865246
epoch 4 70.302%, output: 0.855, train error: 0.014403964
epoch 4 70.325%, output: 0.854, train error: 0.00026543625
epoch 4 70.347%, output: 0.853, train error: 0.0006545798
epoch 4 70.369%, output: 0.857, train error: 0.00015786616
epoch 4 70.391%, output: 0.854, train error: 0.0018367677
epoch 4 70.413%, output: 0.853, train error: 0.0047245743
epoch 4 70.435%, output: 0.854, train error: 0.0056525874
epoch 4 70.457%, output: 0.858, train error: 0.00031128508
epoch 4 70.479%, output: 0.852, train error: 0.0051008356
epoch 4 70.501%, output: 0.851, train error: 0.003642806
epoch 4 70.523%, output: 0.858, train error: 0.0004263917
epoch 4 70.545%, output: 0.855, train error: 0.008269748
epoch 4 70.567%, output: 0.856, train error: 0.00058195717
epoch 4 70.590%, output: 0.854, train error: 0.0005527668
epoch 4 70.612%, output: 0.855, train error: 0.020966489
epoch 4 70.634%, output: 0.854, train error: 0.0018306827
epoch 4 70.656%, output: 0.858, train error: 0.00004326575
epoch 4 70.678%, output: 0.855, train error: 0.00013051605
epoch 4 70.700%, output: 0.857, train error: 0.012495498
epoch 4 70.722%, output: 0.856, train error: 0.0042438265
epoch 4 70.744%, output: 0.855, train error: 0.0031036194
epoch 4 70.766%, output: 0.858, train error: 0.0074212663
epoch 4 70.788%, output: 0.858, train error: 0.0071304548
epoch 4 70.810%, output: 0.857, train error: 0.0013139369
epoch 4 70.832%, output: 0.855, train error: 0.00032061452
epoch 4 70.854%, output: 0.856, train error: 0.010430195
epoch 4 70.877%, output: 0.858, train error: 0.016840696
epoch 4 70.899%, output: 0.856, train error: 0.0022357886
epoch 4 70.921%, output: 0.852, train error: 0.00077617215
epoch 4 70.943%, output: 0.856, train error: 0.007472651
epoch 4 70.965%, output: 0.856, train error: 0.019255437
epoch 4 70.987%, output: 0.859, train error: 0.0037732248
epoch 4 71.009%, output: 0.857, train error: 0.00894807
epoch 4 71.031%, output: 0.858, train error: 0.00044648806
epoch 4 71.053%, output: 0.856, train error: 0.07230694
epoch 4 71.075%, output: 0.857, train error: 0.07206756
epoch 4 71.097%, output: 0.855, train error: 0.0068319496
epoch 4 71.119%, output: 0.855, train error: 0.0013083944
epoch 4 71.142%, output: 0.854, train error: 0.0011036868
epoch 4 71.164%, output: 0.856, train error: 0.007254269
epoch 4 71.186%, output: 0.855, train error: 0.02136158
epoch 4 71.208%, output: 0.855, train error: 0.010731076
epoch 4 71.230%, output: 0.855, train error: 0.0026700492
epoch 4 71.252%, output: 0.855, train error: 0.0032020393
epoch 4 71.274%, output: 0.852, train error: 0.012012763
epoch 4 71.296%, output: 0.855, train error: 0.04658785
epoch 4 71.318%, output: 0.858, train error: 0.011335592
epoch 4 71.340%, output: 0.855, train error: 0.012709241
epoch 4 71.362%, output: 0.858, train error: 0.0117862625
epoch 4 71.384%, output: 0.855, train error: 0.00035684425
epoch 4 71.406%, output: 0.856, train error: 0.00029018335
epoch 4 71.429%, output: 0.858, train error: 0.000017570821
epoch 4 71.451%, output: 0.856, train error: 0.0015865357
epoch 4 71.473%, output: 0.857, train error: 0.00012554575
epoch 4 71.495%, output: 0.856, train error: 0.015787905
epoch 4 71.517%, output: 0.857, train error: 0.007855037
epoch 4 71.539%, output: 0.854, train error: 0.012021322
epoch 4 71.561%, output: 0.856, train error: 0.0008957226
epoch 4 71.583%, output: 0.859, train error: 0.011410255
epoch 4 71.605%, output: 0.858, train error: 0.001944709
epoch 4 71.627%, output: 0.858, train error: 0.009445321
epoch 4 71.649%, output: 0.858, train error: 0.0030565013
epoch 4 71.671%, output: 0.858, train error: 0.0015763954
epoch 4 71.694%, output: 0.859, train error: 0.004243081
epoch 4 71.716%, output: 0.860, train error: 0.0000000301675
epoch 4 71.738%, output: 0.858, train error: 0.0042846403
epoch 4 71.760%, output: 0.860, train error: 0.0062460857
epoch 4 71.782%, output: 0.858, train error: 0.008388846
epoch 4 71.804%, output: 0.858, train error: 0.000073847215
epoch 4 71.826%, output: 0.856, train error: 0.00018900068
epoch 4 71.848%, output: 0.857, train error: 0.009380126
epoch 4 71.870%, output: 0.860, train error: 0.0009518766
epoch 4 71.892%, output: 0.860, train error: 0.0074845892
epoch 4 71.914%, output: 0.861, train error: 0.010522243
epoch 4 71.936%, output: 0.860, train error: 0.013225482
epoch 4 71.958%, output: 0.860, train error: 0.00004757892
epoch 4 71.981%, output: 0.858, train error: 0.0072332365
epoch 4 72.003%, output: 0.860, train error: 0.010956455
epoch 4 72.025%, output: 0.861, train error: 0.0005356478
epoch 4 72.047%, output: 0.859, train error: 0.0148464525
epoch 4 72.069%, output: 0.859, train error: 0.00094258686
epoch 4 72.091%, output: 0.861, train error: 0.00012244888
epoch 4 72.113%, output: 0.860, train error: 0.00038323895
epoch 4 72.135%, output: 0.861, train error: 0.00034043408
epoch 4 72.157%, output: 0.861, train error: 0.0012305573
epoch 4 72.179%, output: 0.863, train error: 0.000026930067
epoch 4 72.201%, output: 0.861, train error: 0.0006647755
epoch 4 72.223%, output: 0.863, train error: 0.029457746
epoch 4 72.246%, output: 0.861, train error: 0.004065548
epoch 4 72.268%, output: 0.858, train error: 0.00079438137
epoch 4 72.290%, output: 0.861, train error: 0.019383054
epoch 4 72.312%, output: 0.858, train error: 0.0017246528
epoch 4 72.334%, output: 0.858, train error: 0.0029078969
epoch 4 72.356%, output: 0.859, train error: 0.00016793422
epoch 4 72.378%, output: 0.857, train error: 0.002016026
epoch 4 72.400%, output: 0.862, train error: 0.010506511
epoch 4 72.422%, output: 0.861, train error: 0.0057726353
epoch 4 72.444%, output: 0.861, train error: 0.011385819
epoch 4 72.466%, output: 0.858, train error: 0.0043155416
epoch 4 72.488%, output: 0.861, train error: 0.0071886755
epoch 4 72.510%, output: 0.861, train error: 0.000084297746
epoch 4 72.533%, output: 0.859, train error: 0.016354324
epoch 4 72.555%, output: 0.859, train error: 0.00037239736
epoch 4 72.577%, output: 0.861, train error: 0.0009051447
epoch 4 72.599%, output: 0.860, train error: 0.0013917296
epoch 4 72.621%, output: 0.860, train error: 0.0012332016
epoch 4 72.643%, output: 0.861, train error: 0.000028492475
epoch 4 72.665%, output: 0.862, train error: 0.0043320186
epoch 4 72.687%, output: 0.861, train error: 0.0007516986
epoch 4 72.709%, output: 0.862, train error: 0.00006210242
epoch 4 72.731%, output: 0.861, train error: 0.012592858
epoch 4 72.753%, output: 0.862, train error: 0.006597952
epoch 4 72.775%, output: 0.861, train error: 0.000002492446
epoch 4 72.798%, output: 0.858, train error: 0.011119634
epoch 4 72.820%, output: 0.862, train error: 0.0036403746
epoch 4 72.842%, output: 0.861, train error: 0.007967419
epoch 4 72.864%, output: 0.860, train error: 0.0068678036
epoch 4 72.886%, output: 0.856, train error: 0.025421944
epoch 4 72.908%, output: 0.860, train error: 0.0027531413
epoch 4 72.930%, output: 0.860, train error: 0.015195017
epoch 4 72.952%, output: 0.857, train error: 0.003914994
epoch 4 72.974%, output: 0.859, train error: 0.019920865
epoch 4 72.996%, output: 0.857, train error: 0.0018819453
epoch 4 73.018%, output: 0.858, train error: 0.020059645
epoch 4 73.040%, output: 0.860, train error: 0.009784233
epoch 4 73.062%, output: 0.858, train error: 0.0041532833
epoch 4 73.085%, output: 0.863, train error: 0.018885959
epoch 4 73.107%, output: 0.860, train error: 0.021139666
epoch 4 73.129%, output: 0.859, train error: 0.005701719
epoch 4 73.151%, output: 0.860, train error: 0.0048701293
epoch 4 73.173%, output: 0.861, train error: 0.0034079747
epoch 4 73.195%, output: 0.859, train error: 0.012178599
epoch 4 73.217%, output: 0.860, train error: 0.0034607893
epoch 4 73.239%, output: 0.862, train error: 0.0019330088
epoch 4 73.261%, output: 0.860, train error: 0.00085798913
epoch 4 73.283%, output: 0.861, train error: 0.00078355597
epoch 4 73.305%, output: 0.860, train error: 0.009189266
epoch 4 73.327%, output: 0.861, train error: 0.002397073
epoch 4 73.350%, output: 0.861, train error: 0.00970998
epoch 4 73.372%, output: 0.860, train error: 0.0053262697
epoch 4 73.394%, output: 0.859, train error: 0.0026724583
epoch 4 73.416%, output: 0.860, train error: 0.017558444
epoch 4 73.438%, output: 0.862, train error: 0.0006552296
epoch 4 73.460%, output: 0.858, train error: 0.0005325154
epoch 4 73.482%, output: 0.859, train error: 0.00003824753
epoch 4 73.504%, output: 0.861, train error: 0.010990421
epoch 4 73.526%, output: 0.859, train error: 0.008335964
epoch 4 73.548%, output: 0.858, train error: 0.000963142
epoch 4 73.570%, output: 0.860, train error: 0.0019762092
epoch 4 73.592%, output: 0.861, train error: 0.0009540735
epoch 4 73.614%, output: 0.862, train error: 0.064445265
epoch 4 73.637%, output: 0.859, train error: 0.007062639
epoch 4 73.659%, output: 0.857, train error: 0.0027251097
epoch 4 73.681%, output: 0.860, train error: 0.0018534968
epoch 4 73.703%, output: 0.860, train error: 0.00006843079
epoch 4 73.725%, output: 0.860, train error: 0.0055729947
epoch 4 73.747%, output: 0.859, train error: 0.00063804205
epoch 4 73.769%, output: 0.858, train error: 0.010019851
epoch 4 73.791%, output: 0.862, train error: 0.00018710112
epoch 4 73.813%, output: 0.861, train error: 0.0025562712
epoch 4 73.835%, output: 0.860, train error: 0.005783754
epoch 4 73.857%, output: 0.859, train error: 0.016428974
epoch 4 73.879%, output: 0.859, train error: 0.0043471274
epoch 4 73.902%, output: 0.862, train error: 0.044986345
epoch 4 73.924%, output: 0.858, train error: 0.00040994753
epoch 4 73.946%, output: 0.859, train error: 0.04947184
epoch 4 73.968%, output: 0.858, train error: 0.0014850288
epoch 4 73.990%, output: 0.859, train error: 0.010997134
epoch 4 74.012%, output: 0.860, train error: 0.0091381995
epoch 4 74.034%, output: 0.858, train error: 0.006263235
epoch 4 74.056%, output: 0.856, train error: 0.010515249
epoch 4 74.078%, output: 0.861, train error: 0.007514672
epoch 4 74.100%, output: 0.862, train error: 0.0005135574
epoch 4 74.122%, output: 0.855, train error: 0.0010638514
epoch 4 74.144%, output: 0.857, train error: 0.004722813
epoch 4 74.166%, output: 0.858, train error: 0.008501276
epoch 4 74.189%, output: 0.862, train error: 0.0006261706
epoch 4 74.211%, output: 0.860, train error: 0.0017040656
epoch 4 74.233%, output: 0.861, train error: 0.005416073
epoch 4 74.255%, output: 0.861, train error: 0.008910964
epoch 4 74.277%, output: 0.858, train error: 0.005072345
epoch 4 74.299%, output: 0.860, train error: 0.024614576
epoch 4 74.321%, output: 0.858, train error: 0.0053832587
epoch 4 74.343%, output: 0.861, train error: 0.008388038
epoch 4 74.365%, output: 0.861, train error: 0.0007488448
epoch 4 74.387%, output: 0.857, train error: 0.006240218
epoch 4 74.409%, output: 0.858, train error: 0.00088907394
epoch 4 74.431%, output: 0.861, train error: 0.009011715
epoch 4 74.454%, output: 0.860, train error: 0.0038373554
epoch 4 74.476%, output: 0.863, train error: 0.00669468
epoch 4 74.498%, output: 0.861, train error: 0.00033049335
epoch 4 74.520%, output: 0.862, train error: 0.0011123333
epoch 4 74.542%, output: 0.858, train error: 0.02523132
epoch 4 74.564%, output: 0.860, train error: 0.049541596
epoch 4 74.586%, output: 0.859, train error: 0.0019791727
epoch 4 74.608%, output: 0.859, train error: 0.019916138
epoch 4 74.630%, output: 0.860, train error: 0.0095175905
epoch 4 74.652%, output: 0.859, train error: 0.0145297395
epoch 4 74.674%, output: 0.861, train error: 0.0019617472
epoch 4 74.696%, output: 0.857, train error: 0.0011191303
epoch 4 74.718%, output: 0.858, train error: 0.00029772296
epoch 4 74.741%, output: 0.860, train error: 0.013855587
epoch 4 74.763%, output: 0.861, train error: 0.0034979586
epoch 4 74.785%, output: 0.862, train error: 0.019052295
epoch 4 74.807%, output: 0.860, train error: 0.0026063528
epoch 4 74.829%, output: 0.860, train error: 0.006061316
epoch 4 74.851%, output: 0.860, train error: 0.00013983404
epoch 4 74.873%, output: 0.860, train error: 0.0004929454
epoch 4 74.895%, output: 0.860, train error: 0.02421923
epoch 4 74.917%, output: 0.860, train error: 0.04209631
epoch 4 74.939%, output: 0.861, train error: 0.0008937008
epoch 4 74.961%, output: 0.857, train error: 0.082240686
epoch 4 74.983%, output: 0.861, train error: 0.09734726
epoch 4 75.006%, output: 0.859, train error: 0.01684421
epoch 4 75.028%, output: 0.858, train error: 0.0077164345
epoch 4 75.050%, output: 0.856, train error: 0.0077572023
epoch 4 75.072%, output: 0.859, train error: 0.002716808
epoch 4 75.094%, output: 0.859, train error: 0.001094159
epoch 4 75.116%, output: 0.858, train error: 0.00016891198
epoch 4 75.138%, output: 0.860, train error: 0.002673352
epoch 4 75.160%, output: 0.859, train error: 0.009598718
epoch 4 75.182%, output: 0.852, train error: 0.0047273114
epoch 4 75.204%, output: 0.859, train error: 0.00037906374
epoch 4 75.226%, output: 0.857, train error: 0.007425323
epoch 4 75.248%, output: 0.857, train error: 0.000999027
epoch 4 75.270%, output: 0.859, train error: 0.0076450994
epoch 4 75.293%, output: 0.855, train error: 0.017714476
epoch 4 75.315%, output: 0.856, train error: 0.00034352037
epoch 4 75.337%, output: 0.859, train error: 0.0029642351
epoch 4 75.359%, output: 0.857, train error: 0.00006772163
epoch 4 75.381%, output: 0.858, train error: 0.0033411426
epoch 4 75.403%, output: 0.856, train error: 0.012601514
epoch 4 75.425%, output: 0.857, train error: 0.007214067
epoch 4 75.447%, output: 0.858, train error: 0.005520081
epoch 4 75.469%, output: 0.859, train error: 0.01759549
epoch 4 75.491%, output: 0.856, train error: 0.00009416518
epoch 4 75.513%, output: 0.858, train error: 0.0010811263
epoch 4 75.535%, output: 0.857, train error: 0.0024499716
epoch 4 75.558%, output: 0.857, train error: 0.0023656364
epoch 4 75.580%, output: 0.857, train error: 0.017693238
epoch 4 75.602%, output: 0.857, train error: 0.009349947
epoch 4 75.624%, output: 0.857, train error: 0.000017761218
epoch 4 75.646%, output: 0.857, train error: 0.0019415875
epoch 4 75.668%, output: 0.858, train error: 0.068331756
epoch 4 75.690%, output: 0.859, train error: 0.002750065
epoch 4 75.712%, output: 0.854, train error: 0.021187982
epoch 4 75.734%, output: 0.859, train error: 0.00019597492
epoch 4 75.756%, output: 0.851, train error: 0.0010315712
epoch 4 75.778%, output: 0.857, train error: 0.009156658
epoch 4 75.800%, output: 0.859, train error: 0.00022182261
epoch 4 75.822%, output: 0.857, train error: 0.00030004355
epoch 4 75.845%, output: 0.860, train error: 0.0027854675
epoch 4 75.867%, output: 0.856, train error: 0.008811742
epoch 4 75.889%, output: 0.857, train error: 0.042714182
epoch 4 75.911%, output: 0.855, train error: 0.000036361896
epoch 4 75.933%, output: 0.857, train error: 0.002564674
epoch 4 75.955%, output: 0.856, train error: 0.0000000004863665
epoch 4 75.977%, output: 0.856, train error: 0.0037444506
epoch 4 75.999%, output: 0.859, train error: 0.014218501
epoch 4 76.021%, output: 0.857, train error: 0.0032833142
epoch 4 76.043%, output: 0.858, train error: 0.009437896
epoch 4 76.065%, output: 0.857, train error: 0.017435702
epoch 4 76.087%, output: 0.856, train error: 0.032002248
epoch 4 76.110%, output: 0.856, train error: 0.06246725
epoch 4 76.132%, output: 0.854, train error: 0.016079208
epoch 4 76.154%, output: 0.856, train error: 0.0023487883
epoch 4 76.176%, output: 0.855, train error: 0.0008649624
epoch 4 76.198%, output: 0.856, train error: 0.0020824703
epoch 4 76.220%, output: 0.856, train error: 0.00017732315
epoch 4 76.242%, output: 0.853, train error: 0.0040526898
epoch 4 76.264%, output: 0.851, train error: 0.0011976069
epoch 4 76.286%, output: 0.852, train error: 0.0035281077
epoch 4 76.308%, output: 0.855, train error: 0.018681522
epoch 4 76.330%, output: 0.854, train error: 0.011576715
epoch 4 76.352%, output: 0.856, train error: 0.027873551
epoch 4 76.374%, output: 0.855, train error: 0.00014211138
epoch 4 76.397%, output: 0.850, train error: 0.006000272
epoch 4 76.419%, output: 0.854, train error: 0.087664984
epoch 4 76.441%, output: 0.855, train error: 0.0031524163
epoch 4 76.463%, output: 0.850, train error: 0.010902293
epoch 4 76.485%, output: 0.852, train error: 0.094441555
epoch 4 76.507%, output: 0.854, train error: 0.0007686779
epoch 4 76.529%, output: 0.852, train error: 0.0032400144
epoch 4 76.551%, output: 0.854, train error: 0.0149203325
epoch 4 76.573%, output: 0.853, train error: 0.02164738
epoch 4 76.595%, output: 0.854, train error: 0.0015173553
epoch 4 76.617%, output: 0.853, train error: 0.0071490793
epoch 4 76.639%, output: 0.852, train error: 0.018428126
epoch 4 76.662%, output: 0.850, train error: 0.008472712
epoch 4 76.684%, output: 0.858, train error: 0.0058984305
epoch 4 76.706%, output: 0.854, train error: 0.010288069
epoch 4 76.728%, output: 0.853, train error: 0.0025694333
epoch 4 76.750%, output: 0.854, train error: 0.00043934048
epoch 4 76.772%, output: 0.856, train error: 0.0019915008
epoch 4 76.794%, output: 0.855, train error: 0.00041550072
epoch 4 76.816%, output: 0.853, train error: 0.0031249074
epoch 4 76.838%, output: 0.851, train error: 0.01647437
epoch 4 76.860%, output: 0.855, train error: 0.00009298435
epoch 4 76.882%, output: 0.855, train error: 0.00003464521
epoch 4 76.904%, output: 0.857, train error: 0.005137152
epoch 4 76.926%, output: 0.857, train error: 0.0031037654
epoch 4 76.949%, output: 0.852, train error: 0.03701578
epoch 4 76.971%, output: 0.854, train error: 0.00006838445
epoch 4 76.993%, output: 0.854, train error: 0.00044734238
epoch 4 77.015%, output: 0.853, train error: 0.0011007106
epoch 4 77.037%, output: 0.856, train error: 0.003014336
epoch 4 77.059%, output: 0.853, train error: 0.0014788107
epoch 4 77.081%, output: 0.855, train error: 0.031809606
epoch 4 77.103%, output: 0.853, train error: 0.0003562095
epoch 4 77.125%, output: 0.855, train error: 0.0047987066
epoch 4 77.147%, output: 0.855, train error: 0.020957619
epoch 4 77.169%, output: 0.856, train error: 0.00014051292
epoch 4 77.191%, output: 0.854, train error: 0.016313478
epoch 4 77.214%, output: 0.856, train error: 0.01632356
epoch 4 77.236%, output: 0.856, train error: 0.019330114
epoch 4 77.258%, output: 0.856, train error: 0.013088553
epoch 4 77.280%, output: 0.858, train error: 0.006285917
epoch 4 77.302%, output: 0.856, train error: 0.00020906654
epoch 4 77.324%, output: 0.855, train error: 0.015014795
epoch 4 77.346%, output: 0.856, train error: 0.004342468
epoch 4 77.368%, output: 0.859, train error: 0.00843539
epoch 4 77.390%, output: 0.858, train error: 0.0017796856
epoch 4 77.412%, output: 0.858, train error: 0.01443159
epoch 4 77.434%, output: 0.857, train error: 0.015767315
epoch 4 77.456%, output: 0.860, train error: 0.019631384
epoch 4 77.478%, output: 0.860, train error: 0.00009097334
epoch 4 77.501%, output: 0.855, train error: 0.0007616937
epoch 4 77.523%, output: 0.857, train error: 0.021214712
epoch 4 77.545%, output: 0.858, train error: 0.003778301
epoch 4 77.567%, output: 0.857, train error: 0.0058445553
epoch 4 77.589%, output: 0.857, train error: 0.03424203
epoch 4 77.611%, output: 0.859, train error: 0.0012423866
epoch 4 77.633%, output: 0.861, train error: 0.0007628818
epoch 4 77.655%, output: 0.855, train error: 0.000003189773
epoch 4 77.677%, output: 0.857, train error: 0.0021767335
epoch 4 77.699%, output: 0.857, train error: 0.0027725848
epoch 4 77.721%, output: 0.854, train error: 0.000020735963
epoch 4 77.743%, output: 0.858, train error: 0.020956755
epoch 4 77.766%, output: 0.853, train error: 0.0054386607
epoch 4 77.788%, output: 0.856, train error: 0.020670613
epoch 4 77.810%, output: 0.857, train error: 0.003921479
epoch 4 77.832%, output: 0.859, train error: 0.0032007373
epoch 4 77.854%, output: 0.861, train error: 0.004010507
epoch 4 77.876%, output: 0.860, train error: 0.0060116076
epoch 4 77.898%, output: 0.860, train error: 0.00049526663
epoch 4 77.920%, output: 0.857, train error: 0.014434382
epoch 4 77.942%, output: 0.860, train error: 0.0013935713
epoch 4 77.964%, output: 0.859, train error: 0.027118856
epoch 4 77.986%, output: 0.858, train error: 0.05770803
epoch 4 78.008%, output: 0.859, train error: 0.008368517
epoch 4 78.030%, output: 0.858, train error: 0.01943477
epoch 4 78.053%, output: 0.859, train error: 0.004104795
epoch 4 78.075%, output: 0.858, train error: 0.0045351917
epoch 4 78.097%, output: 0.857, train error: 0.0067641507
epoch 4 78.119%, output: 0.856, train error: 0.028875388
epoch 4 78.141%, output: 0.858, train error: 0.0013978779
epoch 4 78.163%, output: 0.859, train error: 0.0007209057
epoch 4 78.185%, output: 0.855, train error: 0.009705681
epoch 4 78.207%, output: 0.856, train error: 0.000111513094
epoch 4 78.229%, output: 0.858, train error: 0.000038937727
epoch 4 78.251%, output: 0.853, train error: 0.005638596
epoch 4 78.273%, output: 0.856, train error: 0.00052023004
epoch 4 78.295%, output: 0.857, train error: 0.0077496553
epoch 4 78.318%, output: 0.855, train error: 0.0052736434
epoch 4 78.340%, output: 0.854, train error: 0.0032739218
epoch 4 78.362%, output: 0.856, train error: 0.019453771
epoch 4 78.384%, output: 0.858, train error: 0.000011334728
epoch 4 78.406%, output: 0.857, train error: 0.000041807245
epoch 4 78.428%, output: 0.856, train error: 0.00002510437
epoch 4 78.450%, output: 0.857, train error: 0.0020710619
epoch 4 78.472%, output: 0.854, train error: 0.007875982
epoch 4 78.494%, output: 0.854, train error: 0.000013697632
epoch 4 78.516%, output: 0.858, train error: 0.000036464764
epoch 4 78.538%, output: 0.859, train error: 0.0017161433
epoch 4 78.560%, output: 0.859, train error: 0.022322958
epoch 4 78.582%, output: 0.856, train error: 0.000011045226
epoch 4 78.605%, output: 0.857, train error: 0.0043407716
epoch 4 78.627%, output: 0.857, train error: 0.00010063261
epoch 4 78.649%, output: 0.855, train error: 0.04904051
epoch 4 78.671%, output: 0.858, train error: 0.014002399
epoch 4 78.693%, output: 0.855, train error: 0.0040036626
epoch 4 78.715%, output: 0.855, train error: 0.0000723713
epoch 4 78.737%, output: 0.855, train error: 0.013840871
epoch 4 78.759%, output: 0.857, train error: 0.0038595856
epoch 4 78.781%, output: 0.856, train error: 0.009637451
epoch 4 78.803%, output: 0.858, train error: 0.00017431987
epoch 4 78.825%, output: 0.855, train error: 0.005689223
epoch 4 78.847%, output: 0.855, train error: 0.012725118
epoch 4 78.870%, output: 0.858, train error: 0.00006674222
epoch 4 78.892%, output: 0.860, train error: 0.0007684928
epoch 4 78.914%, output: 0.856, train error: 0.0091893
epoch 4 78.936%, output: 0.854, train error: 0.014981363
epoch 4 78.958%, output: 0.855, train error: 0.002709413
epoch 4 78.980%, output: 0.859, train error: 0.019997714
epoch 4 79.002%, output: 0.860, train error: 0.0132475905
epoch 4 79.024%, output: 0.858, train error: 0.00038386232
epoch 4 79.046%, output: 0.858, train error: 0.0038309926
epoch 4 79.068%, output: 0.858, train error: 0.0013615253
epoch 4 79.090%, output: 0.859, train error: 0.0132645415
epoch 4 79.112%, output: 0.856, train error: 0.006346798
epoch 4 79.134%, output: 0.857, train error: 0.01114031
epoch 4 79.157%, output: 0.860, train error: 0.015551148
epoch 4 79.179%, output: 0.857, train error: 0.020982996
epoch 4 79.201%, output: 0.861, train error: 0.00270398
epoch 4 79.223%, output: 0.860, train error: 0.0034587136
epoch 4 79.245%, output: 0.858, train error: 0.009212685
epoch 4 79.267%, output: 0.859, train error: 0.00635397
epoch 4 79.289%, output: 0.858, train error: 0.013463952
epoch 4 79.311%, output: 0.861, train error: 0.0017385028
epoch 4 79.333%, output: 0.860, train error: 0.0014843398
epoch 4 79.355%, output: 0.860, train error: 0.0012089786
epoch 4 79.377%, output: 0.860, train error: 0.0022172374
epoch 4 79.399%, output: 0.862, train error: 0.0011850368
epoch 4 79.422%, output: 0.863, train error: 0.00060058944
epoch 4 79.444%, output: 0.861, train error: 0.07412652
epoch 4 79.466%, output: 0.859, train error: 0.00585318
epoch 4 79.488%, output: 0.857, train error: 0.011676075
epoch 4 79.510%, output: 0.860, train error: 0.0005396918
epoch 4 79.532%, output: 0.860, train error: 0.0030146241
epoch 4 79.554%, output: 0.860, train error: 0.06494504
epoch 4 79.576%, output: 0.860, train error: 0.011319872
epoch 4 79.598%, output: 0.859, train error: 0.0033454024
epoch 4 79.620%, output: 0.859, train error: 0.0050558113
epoch 4 79.642%, output: 0.858, train error: 0.008038539
epoch 4 79.664%, output: 0.859, train error: 0.004834273
epoch 4 79.686%, output: 0.862, train error: 0.008021192
epoch 4 79.709%, output: 0.860, train error: 0.009186136
epoch 4 79.731%, output: 0.861, train error: 0.005145623
epoch 4 79.753%, output: 0.861, train error: 0.015711995
epoch 4 79.775%, output: 0.858, train error: 0.00001815982
epoch 4 79.797%, output: 0.860, train error: 0.009181314
epoch 4 79.819%, output: 0.854, train error: 0.012212919
epoch 4 79.841%, output: 0.858, train error: 0.0068924148
epoch 4 79.863%, output: 0.861, train error: 0.0016430309
epoch 4 79.885%, output: 0.859, train error: 0.022819534
epoch 4 79.907%, output: 0.859, train error: 0.00040904293
epoch 4 79.929%, output: 0.860, train error: 0.005680172
epoch 4 79.951%, output: 0.860, train error: 0.0105530685
epoch 4 79.974%, output: 0.860, train error: 0.015138597
epoch 4 79.996%, output: 0.860, train error: 0.000010725085
epoch 4 80.018%, output: 0.862, train error: 0.00013677924
epoch 4 80.040%, output: 0.861, train error: 0.00003072742
epoch 4 80.062%, output: 0.860, train error: 0.00000964019
epoch 4 80.084%, output: 0.861, train error: 0.0037355127
epoch 4 80.106%, output: 0.860, train error: 0.026757754
epoch 4 80.128%, output: 0.859, train error: 0.0005633383
epoch 4 80.150%, output: 0.859, train error: 0.05633445
epoch 4 80.172%, output: 0.859, train error: 0.012716902
epoch 4 80.194%, output: 0.857, train error: 0.012486465
